vehicle,crossing,wait_duration,engine_off_duration,fuel_saved,co2_saved,time
f_north_wb.0,west,37.5,22.75,0.2275,0.525525,180.2
f_south_eb.1,east,43.599999999999994,27.019999999999996,0.27019999999999994,0.6241619999999999,180.2
f_south_eb.2,west,38.599999999999994,23.519999999999996,0.23519999999999996,0.5433119999999999,180.2
f_north_eb.1,west,44.60000000000002,27.720000000000013,0.2772000000000001,0.6403320000000002,180.3
f_north_wb.1,east,34.10000000000002,20.370000000000015,0.20370000000000016,0.4705470000000004,180.3
f_south_wb.1,west,36.60000000000002,22.120000000000015,0.22120000000000015,0.5109720000000003,180.3
f_south_wb.2,east,31.30000000000001,18.410000000000007,0.18410000000000007,0.4252710000000002,180.3
f_north_eb.2,west,41.69999999999999,25.68999999999999,0.2568999999999999,0.5934389999999998,180.7
f_north_wb.2,east,31.299999999999983,18.409999999999986,0.18409999999999987,0.42527099999999973,180.7
f_south_eb.3,west,19.0,9.799999999999999,0.09799999999999999,0.22637999999999997,180.7
f_south_wb.3,east,28.5,16.45,0.1645,0.379995,180.7
f_north_eb.3,west,12.699999999999989,5.389999999999992,0.05389999999999992,0.12450899999999981,181.2
f_south_eb.4,west,12.299999999999983,5.109999999999988,0.05109999999999988,0.11804099999999973,181.2
f_south_wb.4,east,2.0999999999999943,0.0,0.0,0.0,181.2
f_north_wb.3,east,20.700000000000017,10.99000000000001,0.10990000000000011,0.25386900000000023,181.3
f_north_eb.4,west,11.200000000000017,4.340000000000011,0.04340000000000011,0.10025400000000026,181.8
f_north_wb.4,east,16.900000000000006,8.330000000000004,0.08330000000000004,0.1924230000000001,181.8
f_south_eb.5,west,10.700000000000017,3.9900000000000118,0.039900000000000116,0.09216900000000026,181.8
f_north_eb.5,west,9.900000000000006,3.4300000000000037,0.03430000000000004,0.0792330000000001,182.4
f_north_eb.8,east,43.099999999999994,26.669999999999995,0.26669999999999994,0.6160769999999999,270.2
f_north_wb.8,west,33.89999999999998,20.229999999999983,0.20229999999999984,0.46731299999999965,270.2
f_north_wb.9,east,27.0,15.399999999999999,0.154,0.35574,270.2
f_south_eb.9,west,27.599999999999994,15.819999999999995,0.15819999999999995,0.3654419999999999,270.2
f_south_wb.10,east,33.099999999999994,19.669999999999995,0.19669999999999996,0.4543769999999999,270.2
f_south_wb.7,west,37.79999999999998,22.959999999999987,0.22959999999999986,0.5303759999999997,270.2
f_north_eb.9,west,30.80000000000001,18.060000000000006,0.18060000000000007,0.41718600000000017,270.3
f_north_eb.10,west,28.0,16.099999999999998,0.16099999999999998,0.37190999999999996,270.7
f_north_wb.10,east,24.299999999999983,13.509999999999987,0.1350999999999999,0.3120809999999997,270.7
f_south_eb.10,west,25.0,14.0,0.14,0.3234,270.7
f_south_wb.11,east,16.799999999999983,8.259999999999987,0.08259999999999988,0.19080599999999973,270.7
f_south_wb.8,west,35.0,21.0,0.21,0.4851,270.7
f_north_wb.11,east,22.599999999999994,12.319999999999995,0.12319999999999995,0.2845919999999999,271.2
f_north_eb.11,west,9.5,3.15,0.0315,0.072765,271.3
f_south_eb.11,west,22.80000000000001,12.460000000000008,0.12460000000000009,0.2878260000000002,271.3
f_south_wb.12,east,7.699999999999989,1.889999999999992,0.01889999999999992,0.043658999999999816,271.3
f_south_wb.9,west,33.5,19.95,0.1995,0.46084500000000006,271.3
f_north_wb.12,east,20.400000000000006,10.780000000000003,0.10780000000000003,0.24901800000000007,271.8
f_south_eb.12,west,11.699999999999989,4.6899999999999915,0.046899999999999914,0.10833899999999981,271.8
f_north_eb.12,west,7.899999999999977,2.029999999999984,0.02029999999999984,0.04689299999999963,271.9
f_north_wb.13,east,1.0,0.0,0.0,0.0,272.2
f_south_eb.13,west,1.099999999999966,0.0,0.0,0.0,272.2
f_north_eb.13,west,3.1999999999999886,0.0,0.0,0.0,272.4
f_west_ns.5,west,23.80000000000001,13.160000000000007,0.13160000000000008,0.3039960000000002,275.1
f_west_sn.5,west,24.299999999999983,13.509999999999987,0.1350999999999999,0.3120809999999997,275.2
f_north_eb.17,west,40.39999999999998,24.779999999999983,0.24779999999999983,0.5724179999999996,360.2
f_south_wb.17,east,26.599999999999966,15.119999999999974,0.15119999999999975,0.3492719999999994,360.2
f_north_eb.16,east,37.80000000000001,22.960000000000008,0.22960000000000008,0.5303760000000002,360.3
f_north_wb.15,west,43.30000000000001,26.810000000000006,0.26810000000000006,0.6193110000000002,360.3
f_north_wb.17,east,42.0,25.9,0.259,0.59829,360.3
f_south_eb.16,east,35.60000000000002,21.420000000000016,0.21420000000000017,0.4948020000000004,360.3
f_south_eb.17,west,41.30000000000001,25.410000000000007,0.2541000000000001,0.5869710000000002,360.3
f_south_wb.16,west,29.400000000000034,17.080000000000023,0.17080000000000023,0.39454800000000056,360.3
f_north_eb.18,west,5.199999999999989,0.13999999999999202,0.0013999999999999202,0.0032339999999998156,360.7
f_north_wb.16,west,31.899999999999977,18.829999999999984,0.18829999999999986,0.43497299999999967,360.7
f_north_wb.18,east,17.30000000000001,8.610000000000007,0.08610000000000007,0.19889100000000015,360.7
f_south_eb.18,west,34.69999999999999,20.789999999999992,0.20789999999999992,0.4802489999999998,360.7
f_south_wb.18,east,23.899999999999977,13.229999999999983,0.13229999999999983,0.30561299999999963,360.7
f_north_eb.19,west,3.599999999999966,0.0,0.0,0.0,361.2
f_south_eb.19,west,26.099999999999966,14.769999999999975,0.14769999999999975,0.3411869999999994,361.2
f_south_wb.19,east,22.19999999999999,12.039999999999992,0.12039999999999992,0.2781239999999998,361.2
f_north_wb.19,east,4.5,0.0,0.0,0.0,361.3
f_north_eb.20,west,2.3000000000000114,0.0,0.0,0.0,361.8
f_south_eb.23,east,38.30000000000001,23.310000000000006,0.23310000000000006,0.5384610000000002,450.2
f_south_eb.25,west,36.69999999999999,22.18999999999999,0.2218999999999999,0.5125889999999997,450.2
f_south_wb.21,west,44.39999999999998,27.579999999999984,0.2757999999999998,0.6370979999999996,450.2
f_north_eb.24,west,39.10000000000002,23.870000000000015,0.23870000000000016,0.5513970000000004,450.3
f_north_wb.23,west,40.19999999999999,24.63999999999999,0.2463999999999999,0.5691839999999998,450.3
f_north_wb.25,east,34.5,20.65,0.2065,0.47701499999999997,450.3
f_south_wb.25,east,40.30000000000001,24.710000000000008,0.2471000000000001,0.5708010000000002,450.3
f_north_eb.25,west,36.19999999999999,21.83999999999999,0.2183999999999999,0.5045039999999997,450.7
f_north_wb.24,west,37.099999999999966,22.469999999999974,0.22469999999999973,0.5190569999999994,450.7
f_north_wb.26,east,24.0,13.299999999999999,0.13299999999999998,0.30722999999999995,450.7
f_south_eb.24,east,29.80000000000001,17.360000000000007,0.17360000000000006,0.40101600000000015,450.7
f_south_eb.26,west,33.89999999999998,20.229999999999983,0.20229999999999984,0.46731299999999965,450.7
f_south_wb.22,west,39.80000000000001,24.360000000000007,0.24360000000000007,0.5627160000000002,450.7
f_south_wb.26,east,21.399999999999977,11.479999999999983,0.11479999999999983,0.26518799999999965,450.7
f_north_eb.26,west,16.80000000000001,8.260000000000007,0.08260000000000008,0.19080600000000017,451.2
f_north_wb.27,east,10.699999999999989,3.9899999999999918,0.03989999999999992,0.09216899999999982,451.2
f_south_eb.27,west,9.599999999999966,3.2199999999999758,0.03219999999999976,0.07438199999999943,451.2
f_south_wb.23,west,38.099999999999966,23.169999999999973,0.23169999999999974,0.5352269999999995,451.2
f_south_wb.27,east,4.199999999999989,0.0,0.0,0.0,451.3
f_north_eb.27,west,15.199999999999989,7.139999999999992,0.07139999999999992,0.16493399999999983,451.8
f_north_wb.28,east,9.100000000000023,2.8700000000000156,0.028700000000000156,0.06629700000000036,451.8
f_south_wb.24,west,30.80000000000001,18.060000000000006,0.18060000000000007,0.41718600000000017,451.8
f_south_wb.28,east,2.6000000000000227,0.0,0.0,0.0,451.8
f_north_eb.28,west,9.5,3.15,0.0315,0.072765,452.5
f_west_ns.9,west,12.0,4.8999999999999995,0.048999999999999995,0.11318999999999999,455.2
f_west_sn.9,west,11.899999999999977,4.829999999999984,0.04829999999999984,0.11157299999999964,455.2
f_east_ns.9,east,21.0,11.2,0.11199999999999999,0.25872,464.1
f_east_sn.9,east,21.0,11.2,0.11199999999999999,0.25872,464.2
f_north_eb.32,west,24.90000000000009,13.930000000000064,0.13930000000000065,0.3217830000000015,540.2
f_north_wb.30,west,35.80000000000007,21.560000000000045,0.21560000000000046,0.4980360000000011,540.2
f_north_wb.33,east,20.800000000000068,11.060000000000047,0.11060000000000048,0.2554860000000011,540.2
f_south_wb.32,west,35.30000000000007,21.210000000000047,0.21210000000000048,0.48995100000000114,540.2
f_south_wb.33,east,15.400000000000091,7.280000000000063,0.07280000000000063,0.16816800000000146,540.2
f_south_eb.31,west,41.19999999999993,25.33999999999995,0.2533999999999995,0.5853539999999989,540.3
f_north_eb.33,west,22.200000000000045,12.040000000000031,0.12040000000000031,0.2781240000000007,540.7
f_north_wb.31,west,33.00000000000006,19.600000000000037,0.19600000000000037,0.4527600000000009,540.7
f_north_wb.34,east,18.0,9.1,0.091,0.21021,540.7
f_south_eb.32,west,37.50000000000006,22.75000000000004,0.2275000000000004,0.5255250000000009,540.7
f_south_wb.34,east,5.100000000000023,0.07000000000001591,0.0007000000000001592,0.0016170000000003677,540.7
f_north_eb.34,west,2.5,0.0,0.0,0.0,541.2
f_north_wb.32,west,29.600000000000023,17.220000000000013,0.17220000000000013,0.3977820000000003,541.2
f_south_eb.33,west,34.80000000000007,20.860000000000046,0.20860000000000045,0.48186600000000107,541.2
f_south_wb.35,east,3.400000000000091,0.0,0.0,0.0,541.2
f_north_wb.35,east,6.399999999999977,0.979999999999984,0.00979999999999984,0.02263799999999963,541.3
f_south_eb.34,west,11.299999999999955,4.409999999999968,0.04409999999999968,0.10187099999999927,541.8
f_south_eb.35,west,9.699999999999932,3.289999999999952,0.03289999999999952,0.07599899999999889,542.4
f_north_eb.39,east,31.0,18.2,0.182,0.42042,630.2
f_north_wb.39,east,30.200000000000045,17.64000000000003,0.1764000000000003,0.40748400000000073,630.2
f_south_eb.37,east,37.90000000000009,23.03000000000006,0.23030000000000062,0.5319930000000014,630.2
f_south_eb.40,west,37.10000000000002,22.470000000000013,0.22470000000000012,0.5190570000000003,630.2
f_north_eb.40,west,27.799999999999955,15.959999999999967,0.1595999999999997,0.3686759999999993,630.3
f_south_wb.37,west,42.0,25.9,0.259,0.59829,630.3
f_south_wb.38,east,37.59999999999991,22.819999999999936,0.22819999999999938,0.5271419999999986,630.3
f_north_eb.41,west,16.0,7.699999999999999,0.077,0.17787,630.7
f_north_wb.40,east,17.300000000000068,8.610000000000047,0.08610000000000048,0.19889100000000112,630.7
f_south_eb.38,east,35.200000000000045,21.14000000000003,0.21140000000000028,0.48833400000000066,630.7
f_south_eb.41,west,29.700000000000045,17.29000000000003,0.1729000000000003,0.3993990000000007,630.7
f_south_wb.39,east,22.300000000000068,12.110000000000047,0.12110000000000047,0.27974100000000107,630.7
f_north_wb.41,east,15.600000000000023,7.420000000000015,0.07420000000000015,0.17140200000000036,631.2
f_south_eb.39,east,33.30000000000007,19.810000000000045,0.19810000000000044,0.45761100000000104,631.2
f_north_eb.42,west,9.299999999999955,3.009999999999968,0.03009999999999968,0.06953099999999926,631.3
f_south_wb.40,east,20.799999999999955,11.059999999999967,0.11059999999999967,0.25548599999999927,631.3
f_north_wb.42,east,14.299999999999955,6.509999999999968,0.06509999999999969,0.15038099999999927,631.8
f_south_wb.41,east,19.600000000000023,10.220000000000015,0.10220000000000015,0.23608200000000035,631.9
f_north_wb.43,east,5.899999999999977,0.629999999999984,0.0062999999999998404,0.014552999999999632,632.4
f_south_wb.42,east,18.0,9.1,0.091,0.21021,632.5
f_east_ns.13,east,8.899999999999977,2.729999999999984,0.027299999999999842,0.06306299999999963,644.1
f_east_sn.13,east,9.0,2.8,0.027999999999999997,0.06468,644.1
f_north_wb.45,west,44.700000000000045,27.79000000000003,0.2779000000000003,0.6419490000000008,720.2
f_south_eb.44,east,33.10000000000002,19.670000000000016,0.19670000000000015,0.45437700000000036,720.2
f_south_eb.46,west,41.30000000000007,25.410000000000046,0.2541000000000005,0.5869710000000011,720.2
f_south_wb.46,west,28.200000000000045,16.24000000000003,0.1624000000000003,0.3751440000000007,720.2
f_north_eb.46,east,29.699999999999932,17.28999999999995,0.1728999999999995,0.39939899999999884,720.3
f_north_eb.47,west,43.799999999999955,27.159999999999968,0.2715999999999997,0.6273959999999993,720.3
f_north_wb.47,east,26.0,14.7,0.147,0.33957,720.3
f_south_wb.47,east,45.69999999999993,28.48999999999995,0.2848999999999995,0.6581189999999988,720.3
f_north_eb.48,west,20.700000000000045,10.99000000000003,0.1099000000000003,0.25386900000000073,720.7
f_north_wb.46,west,41.90000000000009,25.830000000000062,0.25830000000000064,0.5966730000000015,720.7
f_north_wb.48,east,23.200000000000045,12.74000000000003,0.12740000000000032,0.2942940000000007,720.7
f_south_eb.45,east,30.40000000000009,17.78000000000006,0.17780000000000062,0.41071800000000147,720.7
f_south_eb.47,west,38.60000000000002,23.520000000000014,0.23520000000000013,0.5433120000000004,720.7
f_south_wb.48,east,25.100000000000023,14.070000000000014,0.14070000000000016,0.3250170000000004,720.7
f_north_eb.49,west,19.0,9.799999999999999,0.09799999999999999,0.22637999999999997,721.2
f_north_wb.49,east,21.5,11.549999999999999,0.11549999999999999,0.266805,721.2
f_south_eb.48,west,23.800000000000068,13.160000000000046,0.13160000000000047,0.3039960000000011,721.2
f_north_eb.50,west,2.7999999999999545,0.0,0.0,0.0,721.8
f_north_wb.50,east,2.0,0.0,0.0,0.0,721.8
f_south_eb.49,west,8.599999999999909,2.519999999999936,0.025199999999999362,0.05821199999999853,721.8
f_north_eb.52,west,34.5,20.65,0.2065,0.47701499999999997,810.2
f_south_eb.53,east,35.80000000000007,21.560000000000045,0.21560000000000046,0.4980360000000011,810.2
f_south_eb.54,west,27.5,15.749999999999998,0.15749999999999997,0.36382499999999995,810.2
f_south_wb.50,west,24.100000000000023,13.370000000000015,0.13370000000000015,0.30884700000000037,810.2
f_north_wb.54,east,43.59999999999991,27.019999999999936,0.2701999999999994,0.6241619999999986,810.3
f_south_wb.52,east,46.5,29.049999999999997,0.2905,0.671055,810.3
f_north_eb.53,west,31.90000000000009,18.830000000000062,0.18830000000000063,0.4349730000000015,810.7
f_north_wb.55,east,40.700000000000045,24.99000000000003,0.24990000000000032,0.5772690000000007,810.7
f_south_eb.55,west,24.800000000000068,13.860000000000047,0.13860000000000047,0.3201660000000011,810.7
f_south_wb.51,west,21.600000000000023,11.620000000000015,0.11620000000000015,0.2684220000000003,810.7
f_south_wb.53,east,40.10000000000002,24.570000000000014,0.24570000000000014,0.5675670000000004,810.7
f_north_eb.54,west,30.300000000000068,17.710000000000047,0.17710000000000048,0.4091010000000011,811.2
f_south_eb.56,west,15.100000000000023,7.070000000000015,0.07070000000000015,0.16331700000000035,811.2
f_south_wb.54,east,38.5,23.45,0.2345,0.5416949999999999,811.2
f_north_wb.56,east,28.799999999999955,16.659999999999968,0.1665999999999997,0.3848459999999993,811.3
f_north_eb.55,west,18.799999999999955,9.659999999999968,0.09659999999999969,0.2231459999999993,811.8
f_north_wb.57,east,26.0,14.7,0.147,0.33957,811.8
f_south_eb.57,west,6.699999999999932,1.1899999999999522,0.011899999999999522,0.027488999999998896,811.8
f_south_wb.55,east,30.899999999999977,18.12999999999998,0.18129999999999982,0.4188029999999996,811.8
f_north_eb.56,west,17.199999999999932,8.539999999999951,0.08539999999999952,0.1972739999999989,812.4
f_north_wb.58,east,11.199999999999932,4.339999999999952,0.04339999999999952,0.1002539999999989,812.4
f_south_eb.58,west,3.699999999999932,0.0,0.0,0.0,812.4
f_south_wb.56,east,25.200000000000045,14.14000000000003,0.1414000000000003,0.3266340000000007,812.5
f_north_eb.57,west,16.0,7.699999999999999,0.077,0.17787,813.1
f_south_wb.57,east,8.899999999999977,2.729999999999984,0.027299999999999842,0.06306299999999963,813.1
f_north_eb.58,west,10.0,3.5,0.035,0.08085,813.7
f_north_eb.63,west,39.700000000000045,24.29000000000003,0.2429000000000003,0.5610990000000007,900.2
f_north_wb.63,east,24.90000000000009,13.930000000000064,0.13930000000000065,0.3217830000000015,900.2
f_south_eb.60,east,43.200000000000045,26.74000000000003,0.2674000000000003,0.6176940000000007,900.2
f_south_wb.61,west,44.10000000000002,27.370000000000015,0.27370000000000017,0.6322470000000004,900.2
f_south_wb.63,east,39.80000000000007,24.360000000000046,0.24360000000000046,0.5627160000000011,900.2
f_north_eb.61,east,32.59999999999991,19.319999999999936,0.19319999999999937,0.4462919999999986,900.3
f_north_wb.60,west,37.299999999999955,22.609999999999967,0.2260999999999997,0.5222909999999993,900.3
f_south_eb.61,west,40.39999999999998,24.779999999999983,0.24779999999999983,0.5724179999999996,900.3
f_north_eb.62,east,29.700000000000045,17.29000000000003,0.1729000000000003,0.3993990000000007,900.7
f_north_eb.64,west,28.100000000000023,16.170000000000016,0.16170000000000015,0.37352700000000033,900.7
f_north_wb.61,west,34.40000000000009,20.580000000000062,0.20580000000000062,0.47539800000000143,900.7
f_south_eb.62,west,37.5,22.75,0.2275,0.525525,900.7
f_south_wb.62,west,35.90000000000009,21.630000000000063,0.21630000000000063,0.49965300000000146,900.7
f_north_eb.65,west,3.400000000000091,0.0,0.0,0.0,901.2
f_north_wb.62,west,29.100000000000023,16.870000000000015,0.16870000000000016,0.38969700000000035,901.2
f_south_eb.63,west,35.90000000000009,21.630000000000063,0.21630000000000063,0.49965300000000146,901.2
f_north_eb.69,east,41.80000000000007,25.760000000000048,0.2576000000000005,0.5950560000000011,990.2
f_north_eb.70,west,30.40000000000009,17.78000000000006,0.17780000000000062,0.41071800000000147,990.2
f_north_wb.68,east,40.90000000000009,25.130000000000063,0.25130000000000063,0.5805030000000014,990.2
f_south_eb.68,east,39.40000000000009,24.080000000000062,0.24080000000000062,0.5562480000000014,990.2
f_south_wb.68,west,32.90000000000009,19.53000000000006,0.1953000000000006,0.4511430000000014,990.2
f_south_eb.70,west,31.09999999999991,18.269999999999936,0.18269999999999936,0.42203699999999855,990.3
f_south_wb.69,east,21.59999999999991,11.619999999999935,0.11619999999999936,0.26842199999999855,990.3
f_north_eb.71,west,15.800000000000068,7.560000000000048,0.07560000000000047,0.1746360000000011,990.7
f_north_wb.69,east,32.40000000000009,19.180000000000064,0.19180000000000064,0.4430580000000015,990.7
f_south_eb.69,east,27.800000000000068,15.960000000000047,0.15960000000000046,0.36867600000000106,990.7
f_south_eb.71,west,28.0,16.099999999999998,0.16099999999999998,0.37190999999999996,990.7
f_south_wb.70,east,18.90000000000009,9.730000000000063,0.09730000000000062,0.22476300000000143,990.7
f_north_eb.72,west,14.100000000000023,6.370000000000015,0.06370000000000016,0.14714700000000036,991.2
f_north_wb.70,east,30.700000000000045,17.99000000000003,0.1799000000000003,0.41556900000000074,991.2
f_south_eb.72,west,25.59999999999991,14.419999999999936,0.14419999999999936,0.3331019999999985,991.3
f_south_wb.71,east,4.2999999999999545,0.0,0.0,0.0,991.3
f_north_eb.73,west,10.5,3.8499999999999996,0.0385,0.088935,991.8
f_north_wb.71,east,16.699999999999932,8.189999999999952,0.08189999999999951,0.18918899999999889,991.8
f_south_eb.73,west,8.699999999999932,2.589999999999952,0.02589999999999952,0.0598289999999989,991.9
f_north_wb.72,east,5.600000000000023,0.4200000000000159,0.004200000000000159,0.009702000000000368,992.4
f_north_wb.73,east,1.6000000000000227,0.0,0.0,0.0,992.9
f_west_ns.20,west,24.0,13.299999999999999,0.13299999999999998,0.30722999999999995,995.3
f_west_sn.20,west,24.199999999999932,13.439999999999952,0.13439999999999952,0.3104639999999989,995.3
f_north_eb.76,west,33.0,19.599999999999998,0.19599999999999998,0.45275999999999994,1080.2
f_north_wb.74,west,44.700000000000045,27.79000000000003,0.2779000000000003,0.6419490000000008,1080.2
f_north_wb.77,east,31.100000000000136,18.270000000000095,0.18270000000000094,0.4220370000000022,1080.2
f_south_eb.76,west,32.90000000000009,19.53000000000006,0.1953000000000006,0.4511430000000014,1080.2
f_south_eb.75,east,35.299999999999955,21.209999999999965,0.21209999999999965,0.4899509999999992,1080.3
f_south_wb.74,west,28.59999999999991,16.519999999999936,0.16519999999999935,0.3816119999999985,1080.3
f_south_wb.75,east,44.09999999999991,27.369999999999933,0.27369999999999933,0.6322469999999984,1080.3
f_north_eb.77,west,30.299999999999955,17.709999999999965,0.17709999999999965,0.4091009999999992,1080.7
f_north_wb.75,west,41.90000000000009,25.830000000000062,0.25830000000000064,0.5966730000000015,1080.7
f_north_wb.78,east,28.299999999999955,16.309999999999967,0.16309999999999966,0.37676099999999924,1080.7
f_south_eb.77,west,30.200000000000045,17.64000000000003,0.1764000000000003,0.40748400000000073,1080.7
f_south_wb.76,east,41.299999999999955,25.409999999999968,0.25409999999999966,0.5869709999999992,1080.7
f_north_wb.76,west,28.0,16.099999999999998,0.16099999999999998,0.37190999999999996,1081.2
f_north_wb.79,east,25.40000000000009,14.280000000000063,0.14280000000000065,0.3298680000000015,1081.2
f_north_eb.78,west,26.59999999999991,15.119999999999935,0.15119999999999936,0.34927199999999853,1081.3
f_south_eb.78,west,28.59999999999991,16.519999999999936,0.16519999999999935,0.3816119999999985,1081.3
f_south_wb.77,east,39.700000000000045,24.29000000000003,0.2429000000000003,0.5610990000000007,1081.3
f_north_eb.79,west,14.299999999999955,6.509999999999968,0.06509999999999969,0.15038099999999927,1081.8
f_north_wb.80,east,7.399999999999864,1.6799999999999045,0.016799999999999045,0.038807999999997796,1081.8
f_south_eb.79,west,27.299999999999955,15.609999999999967,0.15609999999999968,0.3605909999999993,1081.8
f_south_wb.78,east,38.200000000000045,23.24000000000003,0.2324000000000003,0.5368440000000007,1081.8
f_north_eb.80,west,2.7000000000000455,0.0,0.0,0.0,1082.4
f_south_eb.80,west,6.900000000000091,1.3300000000000636,0.013300000000000636,0.03072300000000147,1082.4
f_south_wb.79,east,23.5,12.95,0.1295,0.299145,1082.5
f_south_eb.81,west,3.5,0.0,0.0,0.0,1083.0
f_south_wb.80,east,14.299999999999955,6.509999999999968,0.06509999999999969,0.15038099999999927,1083.0
f_north_eb.84,west,38.90000000000009,23.73000000000006,0.23730000000000062,0.5481630000000014,1170.2
f_north_wb.82,east,43.600000000000136,27.020000000000095,0.27020000000000094,0.6241620000000022,1170.2
f_south_eb.83,east,29.5,17.15,0.17149999999999999,0.396165,1170.2
f_south_eb.84,west,42.100000000000136,25.970000000000095,0.25970000000000093,0.5999070000000022,1170.2
f_south_wb.83,west,43.59999999999991,27.019999999999936,0.2701999999999994,0.6241619999999986,1170.3
f_south_wb.85,east,12.399999999999864,5.179999999999904,0.05179999999999904,0.1196579999999978,1170.3
f_north_eb.85,west,28.40000000000009,16.380000000000063,0.16380000000000064,0.3783780000000015,1170.7
f_north_wb.83,east,41.0,25.2,0.252,0.58212,1170.7
f_south_eb.85,west,39.40000000000009,24.080000000000062,0.24080000000000062,0.5562480000000014,1170.7
f_south_wb.84,west,27.100000000000136,15.470000000000095,0.15470000000000095,0.3573570000000022,1170.7
f_south_wb.86,east,9.700000000000045,3.2900000000000316,0.03290000000000032,0.07599900000000073,1170.7
f_north_eb.86,west,25.899999999999864,14.629999999999903,0.14629999999999904,0.3379529999999978,1171.3
f_north_wb.84,east,39.5,24.15,0.2415,0.5578649999999999,1171.3
f_north_wb.85,east,38.30000000000018,23.310000000000127,0.23310000000000128,0.538461000000003,1171.9
f_north_wb.86,east,28.0,16.099999999999998,0.16099999999999998,0.37190999999999996,1172.5
f_north_wb.87,east,16.299999999999955,7.909999999999967,0.07909999999999967,0.18272099999999925,1173.1
f_west_ns.24,west,11.900000000000091,4.830000000000063,0.048300000000000634,0.11157300000000146,1175.2
f_west_sn.24,west,12.299999999999955,5.1099999999999675,0.05109999999999967,0.11804099999999924,1175.2
f_east_ns.24,east,21.0,11.2,0.11199999999999999,0.25872,1184.2
f_east_sn.24,east,21.299999999999955,11.409999999999968,0.11409999999999969,0.2635709999999993,1184.2
