vehicle,crossing,duration,time
f_east_ns.0,,0.19999999999999998,0.3
f_east_sn.0,,0.19999999999999998,0.3
f_north_eb.0,,0.19999999999999998,0.3
f_north_wb.0,,0.19999999999999998,0.3
f_south_wb.0,,0.19999999999999998,0.3
f_west_sn.0,,0.19999999999999998,0.3
f_south_eb.0,,0.30000000000000004,0.4
f_west_ns.0,,0.30000000000000004,0.4
f_north_eb.1,,0.20000000000000107,12.3
f_north_wb.1,,0.20000000000000107,12.3
f_south_eb.1,,0.20000000000000107,12.3
f_south_wb.1,,0.20000000000000107,12.3
f_north_wb.2,,0.1999999999999993,24.3
f_north_eb.2,,0.29999999999999716,24.4
f_south_eb.2,,0.29999999999999716,24.4
f_south_wb.2,,0.29999999999999716,24.4
f_south_eb.3,,0.19999999999999574,36.3
f_south_wb.3,,0.19999999999999574,36.3
f_north_eb.3,,0.29999999999999716,36.4
f_north_wb.3,,0.29999999999999716,36.4
f_east_ns.1,,0.19999999999999574,48.3
f_north_wb.4,,0.19999999999999574,48.3
f_south_eb.4,,0.19999999999999574,48.3
f_south_wb.4,,0.19999999999999574,48.3
f_west_ns.1,,0.19999999999999574,48.3
f_west_sn.1,,0.19999999999999574,48.3
f_east_sn.1,,0.29999999999999716,48.4
f_north_eb.4,,0.29999999999999716,48.4
f_north_wb.5,,0.19999999999999574,60.3
f_south_wb.5,,0.19999999999999574,60.3
f_north_eb.5,,0.29999999999999716,60.4
f_south_eb.5,,0.29999999999999716,60.4
f_north_eb.6,,0.20000000000000284,72.3
f_south_wb.6,,0.20000000000000284,72.3
f_north_wb.6,,0.30000000000001137,72.4
f_south_eb.6,,0.30000000000001137,72.4
f_north_wb.7,,0.20000000000000284,84.3
f_south_wb.7,,0.20000000000000284,84.3
f_north_eb.7,,0.30000000000001137,84.4
f_south_eb.7,,0.30000000000001137,84.4
f_east_ns.2,,0.20000000000000284,96.3
f_east_sn.2,,0.20000000000000284,96.3
f_south_eb.8,,0.20000000000000284,96.3
f_west_ns.2,,0.20000000000000284,96.3
f_west_sn.2,,0.20000000000000284,96.3
f_north_eb.8,,0.30000000000001137,96.4
f_north_wb.8,,0.30000000000001137,96.4
f_south_wb.8,,0.30000000000001137,96.4
f_north_wb.9,,0.20000000000000284,108.3
f_south_eb.9,,0.20000000000000284,108.3
f_north_eb.9,,0.30000000000001137,108.4
f_south_wb.9,,0.30000000000001137,108.4
f_north_eb.10,,0.20000000000000284,120.3
f_south_wb.10,,0.20000000000000284,120.3
f_north_wb.10,,0.30000000000001137,120.4
f_south_eb.10,,0.30000000000001137,120.4
f_north_wb.11,,0.20000000000001705,132.3
f_south_eb.11,,0.20000000000001705,132.3
f_south_wb.11,,0.20000000000001705,132.3
f_north_eb.11,,0.30000000000001137,132.4
f_north_wb.12,,0.20000000000001705,144.3
f_south_wb.12,,0.20000000000001705,144.3
f_west_ns.3,,0.20000000000001705,144.3
f_east_ns.3,,0.30000000000001137,144.4
f_east_sn.3,,0.30000000000001137,144.4
f_north_eb.12,,0.30000000000001137,144.4
f_south_eb.12,,0.30000000000001137,144.4
f_west_sn.3,,0.30000000000001137,144.4
f_north_wb.13,,0.20000000000001705,156.3
f_south_eb.13,,0.20000000000001705,156.3
f_south_wb.13,,0.20000000000001705,156.3
f_north_eb.13,,0.30000000000001137,156.4
f_north_eb.14,,0.20000000000001705,168.3
f_south_wb.14,,0.20000000000001705,168.3
f_north_wb.14,,0.30000000000001137,168.4
f_south_eb.14,,0.30000000000001137,168.4
f_north_wb.0,,37.5,180.2
f_south_eb.1,,43.599999999999994,180.2
f_south_eb.2,,38.599999999999994,180.2
f_north_eb.1,,44.60000000000002,180.3
f_north_wb.1,,34.10000000000002,180.3
f_north_wb.15,,0.20000000000001705,180.3
f_south_wb.1,,36.60000000000002,180.3
f_south_wb.15,,0.20000000000001705,180.3
f_south_wb.2,,31.30000000000001,180.3
f_north_eb.15,,0.30000000000001137,180.4
f_south_eb.15,,0.30000000000001137,180.4
f_north_eb.2,,41.69999999999999,180.7
f_north_wb.2,,31.299999999999983,180.7
f_south_eb.3,,19.0,180.7
f_south_wb.3,,28.5,180.7
f_north_eb.3,,12.699999999999989,181.2
f_south_eb.4,,12.299999999999983,181.2
f_south_wb.4,,2.0999999999999943,181.2
f_north_wb.3,,20.700000000000017,181.3
f_north_eb.4,,11.200000000000017,181.8
f_north_wb.4,,16.900000000000006,181.8
f_south_eb.5,,10.700000000000017,181.8
f_north_eb.5,,9.900000000000006,182.4
f_east_ns.4,,0.20000000000001705,192.3
f_east_sn.4,,0.20000000000001705,192.3
f_north_eb.16,,0.20000000000001705,192.3
f_north_wb.16,,0.20000000000001705,192.3
f_south_eb.16,,0.20000000000001705,192.3
f_south_wb.16,,0.20000000000001705,192.3
f_west_ns.4,,0.30000000000001137,192.4
f_west_sn.4,,0.30000000000001137,192.4
f_south_wb.17,,0.20000000000001705,204.3
f_north_eb.17,,0.30000000000001137,204.4
f_north_wb.17,,0.30000000000001137,204.4
f_south_eb.17,,0.30000000000001137,204.4
f_north_eb.18,,0.20000000000001705,216.3
f_south_eb.18,,0.20000000000001705,216.3
f_south_wb.18,,0.20000000000001705,216.3
f_north_wb.18,,0.30000000000001137,216.4
f_north_eb.19,,0.20000000000001705,228.3
f_north_wb.19,,0.20000000000001705,228.3
f_south_eb.19,,0.30000000000001137,228.4
f_south_wb.19,,0.30000000000001137,228.4
f_east_sn.5,,0.20000000000001705,240.3
f_north_eb.20,,0.20000000000001705,240.3
f_south_eb.20,,0.20000000000001705,240.3
f_west_ns.5,,0.20000000000001705,240.3
f_north_wb.20,,0.30000000000001137,240.4
f_south_wb.20,,0.30000000000001137,240.4
f_west_sn.5,,0.30000000000001137,240.4
f_east_ns.5,,0.19999999999998863,240.7
f_north_eb.21,,0.20000000000001705,252.3
f_north_wb.21,,0.20000000000001705,252.3
f_south_eb.21,,0.30000000000001137,252.4
f_south_wb.21,,0.30000000000001137,252.4
f_north_eb.22,,0.19999999999998863,264.3
f_north_wb.22,,0.19999999999998863,264.3
f_south_eb.22,,0.19999999999998863,264.3
f_south_wb.22,,0.2999999999999545,264.4
f_north_eb.8,,43.099999999999994,270.2
f_north_wb.8,,33.89999999999998,270.2
f_north_wb.9,,27.0,270.2
f_south_eb.9,,27.599999999999994,270.2
f_south_wb.10,,33.099999999999994,270.2
f_south_wb.7,,37.79999999999998,270.2
f_north_eb.9,,30.80000000000001,270.3
f_north_eb.10,,28.0,270.7
f_north_wb.10,,24.299999999999983,270.7
f_south_eb.10,,25.0,270.7
f_south_wb.11,,16.799999999999983,270.7
f_south_wb.8,,35.0,270.7
f_north_wb.11,,22.599999999999994,271.2
f_north_eb.11,,9.5,271.3
f_south_eb.11,,22.80000000000001,271.3
f_south_wb.12,,7.699999999999989,271.3
f_south_wb.9,,33.5,271.3
f_north_wb.12,,20.400000000000006,271.8
f_south_eb.12,,11.699999999999989,271.8
f_north_eb.12,,7.899999999999977,271.9
f_north_wb.13,,1.0,272.2
f_south_eb.13,,1.099999999999966,272.2
f_north_eb.13,,3.1999999999999886,272.4
f_north_wb.23,,0.19999999999998863,276.3
f_south_eb.23,,0.19999999999998863,276.3
f_north_eb.23,,0.2999999999999545,276.4
f_south_wb.23,,0.2999999999999545,276.4
f_east_ns.6,,0.19999999999998863,288.3
f_north_wb.24,,0.19999999999998863,288.3
f_south_eb.24,,0.19999999999998863,288.3
f_west_sn.6,,0.19999999999998863,288.3
f_east_sn.6,,0.2999999999999545,288.4
f_north_eb.24,,0.2999999999999545,288.4
f_south_wb.24,,0.2999999999999545,288.4
f_west_ns.6,,0.30000000000001137,291.8
f_south_eb.25,,0.19999999999998863,300.3
f_south_wb.25,,0.19999999999998863,300.3
f_north_eb.25,,0.2999999999999545,300.4
f_north_wb.25,,0.2999999999999545,300.4
f_north_eb.26,,0.19999999999998863,312.3
f_south_wb.26,,0.19999999999998863,312.3
f_north_wb.26,,0.2999999999999545,312.4
f_south_eb.26,,0.2999999999999545,312.4
f_north_eb.27,,0.19999999999998863,324.3
f_south_wb.27,,0.19999999999998863,324.3
f_north_wb.27,,0.2999999999999545,324.4
f_south_eb.27,,0.2999999999999545,324.4
f_north_eb.28,,0.19999999999998863,336.3
f_west_sn.7,,0.19999999999998863,336.3
f_east_ns.7,,0.2999999999999545,336.4
f_east_sn.7,,0.2999999999999545,336.4
f_north_wb.28,,0.2999999999999545,336.4
f_south_eb.28,,0.2999999999999545,336.4
f_south_wb.28,,0.2999999999999545,336.4
f_west_ns.7,,0.2999999999999545,336.4
f_south_eb.29,,0.19999999999998863,348.3
f_north_eb.29,,0.2999999999999545,348.4
f_north_wb.29,,0.2999999999999545,348.4
f_south_wb.29,,0.2999999999999545,348.4
f_north_eb.17,,40.39999999999998,360.2
f_south_wb.17,,26.599999999999966,360.2
f_north_eb.16,,37.80000000000001,360.3
f_north_eb.30,,0.19999999999998863,360.3
f_north_wb.15,,43.30000000000001,360.3
f_north_wb.17,,42.0,360.3
f_south_eb.16,,35.60000000000002,360.3
f_south_eb.17,,41.30000000000001,360.3
f_south_eb.30,,0.19999999999998863,360.3
f_south_wb.16,,29.400000000000034,360.3
f_south_wb.30,,0.19999999999998863,360.3
f_north_wb.30,,0.2999999999999545,360.4
f_north_eb.18,,5.199999999999989,360.7
f_north_wb.16,,31.899999999999977,360.7
f_north_wb.18,,17.30000000000001,360.7
f_south_eb.18,,34.69999999999999,360.7
f_south_wb.18,,23.899999999999977,360.7
f_north_eb.19,,3.599999999999966,361.2
f_south_eb.19,,26.099999999999966,361.2
f_south_wb.19,,22.19999999999999,361.2
f_north_wb.19,,4.5,361.3
f_south_eb.20,,0.2999999999999545,361.4
f_north_eb.20,,2.3000000000000114,361.8
f_north_wb.31,,0.19999999999998863,372.3
f_south_wb.31,,0.19999999999998863,372.3
f_north_eb.31,,0.2999999999999545,372.4
f_south_eb.31,,0.2999999999999545,372.4
f_north_eb.32,,0.19999999999998863,384.3
f_north_wb.32,,0.19999999999998863,384.3
f_south_eb.32,,0.19999999999998863,384.3
f_east_ns.8,,0.2999999999999545,384.4
f_south_wb.32,,0.2999999999999545,384.4
f_west_ns.8,,0.30000000000001137,388.0
f_west_sn.8,,0.20000000000004547,388.6
f_east_sn.8,,0.30000000000001137,389.8
f_north_eb.33,,0.19999999999998863,396.3
f_north_wb.33,,0.19999999999998863,396.3
f_south_eb.33,,0.2999999999999545,396.4
f_south_wb.33,,0.2999999999999545,396.4
f_north_eb.34,,0.19999999999998863,408.3
f_north_wb.34,,0.19999999999998863,408.3
f_south_eb.34,,0.2999999999999545,408.4
f_south_wb.34,,0.2999999999999545,408.4
f_north_wb.35,,0.19999999999998863,420.3
f_south_eb.35,,0.19999999999998863,420.3
f_north_eb.35,,0.2999999999999545,420.4
f_south_wb.35,,0.2999999999999545,420.4
f_east_sn.9,,0.19999999999998863,432.3
f_north_eb.36,,0.19999999999998863,432.3
f_north_wb.36,,0.19999999999998863,432.3
f_west_ns.9,,0.19999999999998863,432.3
f_east_ns.9,,0.2999999999999545,432.4
f_south_eb.36,,0.2999999999999545,432.4
f_south_wb.36,,0.2999999999999545,432.4
f_west_sn.9,,0.2999999999999545,432.4
f_north_eb.37,,0.19999999999998863,444.3
f_south_eb.37,,0.19999999999998863,444.3
f_north_wb.37,,0.2999999999999545,444.4
f_south_wb.37,,0.2999999999999545,444.4
f_south_eb.23,,38.30000000000001,450.2
f_south_eb.25,,36.69999999999999,450.2
f_south_wb.21,,44.39999999999998,450.2
f_north_eb.24,,39.10000000000002,450.3
f_north_wb.23,,40.19999999999999,450.3
f_north_wb.25,,34.5,450.3
f_south_wb.25,,40.30000000000001,450.3
f_north_eb.25,,36.19999999999999,450.7
f_north_wb.24,,37.099999999999966,450.7
f_north_wb.26,,24.0,450.7
f_south_eb.24,,29.80000000000001,450.7
f_south_eb.26,,33.89999999999998,450.7
f_south_wb.22,,39.80000000000001,450.7
f_south_wb.26,,21.399999999999977,450.7
f_north_eb.26,,16.80000000000001,451.2
f_north_wb.27,,10.699999999999989,451.2
f_south_eb.27,,9.599999999999966,451.2
f_south_wb.23,,38.099999999999966,451.2
f_south_wb.27,,4.199999999999989,451.3
f_north_eb.27,,15.199999999999989,451.8
f_north_wb.28,,9.100000000000023,451.8
f_south_wb.24,,30.80000000000001,451.8
f_south_wb.28,,2.6000000000000227,451.8
f_north_eb.28,,9.5,452.5
f_west_ns.9,,11.900000000000034,455.1
f_west_sn.9,,12.0,455.1
f_south_eb.38,,0.19999999999998863,456.3
f_south_wb.38,,0.19999999999998863,456.3
f_north_eb.38,,0.2999999999999545,456.4
f_north_wb.38,,0.2999999999999545,456.4
f_east_ns.9,,21.0,464.1
f_east_sn.9,,21.0,464.2
f_north_eb.39,,0.19999999999998863,468.3
f_north_wb.39,,0.19999999999998863,468.3
f_south_eb.39,,0.19999999999998863,468.3
f_south_wb.39,,0.19999999999998863,468.3
f_north_wb.40,,0.19999999999998863,480.3
f_south_eb.40,,0.19999999999998863,480.3
f_west_ns.10,,0.19999999999998863,480.3
f_east_ns.10,,0.2999999999999545,480.4
f_east_sn.10,,0.2999999999999545,480.4
f_north_eb.40,,0.2999999999999545,480.4
f_south_wb.40,,0.2999999999999545,480.4
f_west_sn.10,,0.30000000000001137,482.0
f_north_eb.41,,0.19999999999998863,492.3
f_south_wb.41,,0.19999999999998863,492.3
f_north_wb.41,,0.2999999999999545,492.4
f_south_eb.41,,0.2999999999999545,492.4
f_north_eb.42,,0.19999999999998863,504.3
f_north_wb.42,,0.19999999999998863,504.3
f_south_eb.42,,0.2999999999999545,504.4
f_south_wb.42,,0.2999999999999545,504.4
f_north_eb.43,,0.1999999999999318,516.3
f_north_wb.43,,0.1999999999999318,516.3
f_south_eb.43,,0.1999999999999318,516.3
f_south_wb.43,,0.2999999999999545,516.4
f_east_ns.11,,0.1999999999999318,528.3
f_north_eb.44,,0.1999999999999318,528.3
f_north_wb.44,,0.1999999999999318,528.3
f_south_wb.44,,0.1999999999999318,528.3
f_east_sn.11,,0.2999999999999545,528.4
f_south_eb.44,,0.2999999999999545,528.4
f_west_ns.11,,0.2999999999999545,528.4
f_west_sn.11,,0.2999999999999545,528.4
f_north_eb.32,,24.90000000000009,540.2
f_north_wb.30,,35.80000000000007,540.2
f_north_wb.33,,20.800000000000068,540.2
f_south_wb.32,,35.30000000000007,540.2
f_south_wb.33,,15.400000000000091,540.2
f_north_eb.45,,0.1999999999999318,540.3
f_south_eb.31,,41.19999999999993,540.3
f_south_wb.45,,0.1999999999999318,540.3
f_north_wb.45,,0.2999999999999545,540.4
f_south_eb.45,,0.2999999999999545,540.4
f_north_eb.33,,22.200000000000045,540.7
f_north_wb.31,,33.00000000000006,540.7
f_north_wb.34,,18.0,540.7
f_south_eb.32,,37.50000000000006,540.7
f_south_wb.34,,5.100000000000023,540.7
f_north_eb.34,,2.5,541.2
f_north_wb.32,,29.600000000000023,541.2
f_south_eb.33,,34.80000000000007,541.2
f_south_wb.35,,3.400000000000091,541.2
f_north_wb.35,,6.399999999999977,541.3
f_north_eb.35,,0.5,541.4
f_south_eb.34,,11.299999999999955,541.8
f_south_eb.35,,9.699999999999932,542.4
f_north_eb.46,,0.1999999999999318,552.3
f_north_wb.46,,0.1999999999999318,552.3
f_south_wb.46,,0.1999999999999318,552.3
f_south_eb.46,,0.2999999999999545,552.4
f_north_eb.47,,0.1999999999999318,564.3
f_north_wb.47,,0.1999999999999318,564.3
f_south_eb.47,,0.1999999999999318,564.3
f_south_wb.47,,0.1999999999999318,564.3
f_east_sn.12,,0.1999999999999318,576.3
f_north_eb.48,,0.1999999999999318,576.3
f_north_wb.48,,0.1999999999999318,576.3
f_south_eb.48,,0.1999999999999318,576.3
f_south_wb.48,,0.1999999999999318,576.3
f_west_ns.12,,0.1999999999999318,576.3
f_east_ns.12,,0.2999999999999545,576.4
f_west_sn.12,,0.20000000000004547,576.7
f_north_wb.49,,0.1999999999999318,588.3
f_north_eb.49,,0.2999999999999545,588.4
f_south_eb.49,,0.2999999999999545,588.4
f_south_wb.49,,0.2999999999999545,588.4
f_south_wb.50,,0.1999999999999318,600.3
f_north_eb.50,,0.2999999999999545,600.4
f_north_wb.50,,0.2999999999999545,600.4
f_south_eb.50,,0.2999999999999545,600.4
f_north_eb.51,,0.1999999999999318,612.3
f_north_wb.51,,0.1999999999999318,612.3
f_south_eb.51,,0.1999999999999318,612.3
f_south_wb.51,,0.1999999999999318,612.3
f_east_sn.13,,0.1999999999999318,624.3
f_north_wb.52,,0.1999999999999318,624.3
f_south_eb.52,,0.1999999999999318,624.3
f_west_ns.13,,0.1999999999999318,624.3
f_west_sn.13,,0.1999999999999318,624.3
f_east_ns.13,,0.2999999999999545,624.4
f_north_eb.52,,0.2999999999999545,624.4
f_south_wb.52,,0.2999999999999545,624.4
f_north_eb.39,,31.0,630.2
f_north_wb.39,,30.200000000000045,630.2
f_south_eb.37,,37.90000000000009,630.2
f_south_eb.40,,37.10000000000002,630.2
f_north_eb.40,,27.799999999999955,630.3
f_south_wb.37,,42.0,630.3
f_south_wb.38,,37.59999999999991,630.3
f_north_eb.41,,16.0,630.7
f_north_wb.40,,17.300000000000068,630.7
f_south_eb.38,,35.200000000000045,630.7
f_south_eb.41,,29.700000000000045,630.7
f_south_wb.39,,22.300000000000068,630.7
f_north_wb.41,,15.600000000000023,631.2
f_south_eb.39,,33.30000000000007,631.2
f_north_eb.42,,9.299999999999955,631.3
f_south_wb.40,,20.799999999999955,631.3
f_north_wb.42,,14.299999999999955,631.8
f_south_wb.41,,19.600000000000023,631.9
f_north_wb.43,,5.899999999999977,632.4
f_south_wb.42,,18.0,632.5
f_north_wb.44,,0.7000000000000455,632.7
f_north_eb.53,,0.1999999999999318,636.3
f_south_eb.53,,0.1999999999999318,636.3
f_north_wb.53,,0.2999999999999545,636.4
f_south_wb.53,,0.2999999999999545,636.4
f_north_eb.54,,0.1999999999999318,648.3
f_north_wb.54,,0.1999999999999318,648.3
f_south_wb.54,,0.1999999999999318,648.3
f_south_eb.54,,0.2999999999999545,648.4
f_north_eb.55,,0.1999999999999318,660.3
f_north_wb.55,,0.2999999999999545,660.4
f_south_eb.55,,0.2999999999999545,660.4
f_south_wb.55,,0.2999999999999545,660.4
f_north_eb.56,,0.1999999999999318,672.3
f_north_wb.56,,0.1999999999999318,672.3
f_south_eb.56,,0.1999999999999318,672.3
f_east_ns.14,,0.2999999999999545,672.4
f_south_wb.56,,0.2999999999999545,672.4
f_west_sn.14,,0.2999999999999545,672.4
f_east_sn.14,,0.2999999999999545,673.3
f_west_ns.14,,0.3000000000000682,675.2
f_north_wb.57,,0.1999999999999318,684.3
f_south_eb.57,,0.1999999999999318,684.3
f_south_wb.57,,0.1999999999999318,684.3
f_north_eb.57,,0.2999999999999545,684.4
f_south_eb.58,,0.1999999999999318,696.3
f_north_eb.58,,0.2999999999999545,696.4
f_north_wb.58,,0.2999999999999545,696.4
f_south_wb.58,,0.2999999999999545,696.4
f_north_eb.59,,0.1999999999999318,708.3
f_south_eb.59,,0.1999999999999318,708.3
f_south_wb.59,,0.1999999999999318,708.3
f_north_wb.59,,0.2999999999999545,708.4
f_north_wb.45,,44.700000000000045,720.2
f_south_eb.44,,33.10000000000002,720.2
f_south_eb.46,,41.30000000000007,720.2
f_south_wb.46,,28.200000000000045,720.2
f_east_sn.15,,0.1999999999999318,720.3
f_north_eb.46,,29.699999999999932,720.3
f_north_eb.47,,43.799999999999955,720.3
f_north_wb.47,,26.0,720.3
f_north_wb.60,,0.1999999999999318,720.3
f_south_eb.60,,0.1999999999999318,720.3
f_south_wb.47,,45.69999999999993,720.3
f_west_ns.15,,0.1999999999999318,720.3
f_east_ns.15,,0.2999999999999545,720.4
f_north_eb.60,,0.2999999999999545,720.4
f_south_wb.60,,0.2999999999999545,720.4
f_west_sn.15,,0.2999999999999545,720.4
f_north_eb.48,,20.700000000000045,720.7
f_north_wb.46,,41.90000000000009,720.7
f_north_wb.48,,23.200000000000045,720.7
f_south_eb.45,,30.40000000000009,720.7
f_south_eb.47,,38.60000000000002,720.7
f_south_wb.48,,25.100000000000023,720.7
f_north_eb.49,,19.0,721.2
f_north_wb.49,,21.5,721.2
f_south_eb.48,,23.800000000000068,721.2
f_north_eb.50,,2.7999999999999545,721.8
f_north_wb.50,,2.0,721.8
f_south_eb.49,,8.599999999999909,721.8
f_north_eb.61,,0.1999999999999318,732.3
f_south_wb.61,,0.1999999999999318,732.3
f_north_wb.61,,0.2999999999999545,732.4
f_south_eb.61,,0.2999999999999545,732.4
f_north_eb.62,,0.1999999999999318,744.3
f_south_eb.62,,0.1999999999999318,744.3
f_south_wb.62,,0.1999999999999318,744.3
f_north_wb.62,,0.2999999999999545,744.4
f_north_eb.63,,0.1999999999999318,756.3
f_south_eb.63,,0.1999999999999318,756.3
f_north_wb.63,,0.2999999999999545,756.4
f_south_wb.63,,0.2999999999999545,756.4
f_east_sn.16,,0.1999999999999318,768.3
f_north_eb.64,,0.1999999999999318,768.3
f_north_wb.64,,0.1999999999999318,768.3
f_south_wb.64,,0.1999999999999318,768.3
f_west_ns.16,,0.1999999999999318,768.3
f_east_ns.16,,0.2999999999999545,768.4
f_south_eb.64,,0.2999999999999545,768.4
f_west_sn.16,,0.2999999999999545,768.4
f_north_eb.65,,0.2999999999999545,780.4
f_north_wb.65,,0.2999999999999545,780.4
f_south_eb.65,,0.2999999999999545,780.4
f_south_wb.65,,0.2999999999999545,780.4
f_north_eb.66,,0.1999999999999318,792.3
f_south_eb.66,,0.1999999999999318,792.3
f_south_wb.66,,0.1999999999999318,792.3
f_north_wb.66,,0.2999999999999545,792.4
f_south_wb.67,,0.1999999999999318,804.3
f_north_eb.67,,0.2999999999999545,804.4
f_north_wb.67,,0.2999999999999545,804.4
f_south_eb.67,,0.2999999999999545,804.4
f_north_eb.52,,34.5,810.2
f_south_eb.53,,35.80000000000007,810.2
f_south_eb.54,,27.5,810.2
f_south_wb.50,,24.100000000000023,810.2
f_north_wb.54,,43.59999999999991,810.3
f_south_wb.52,,46.5,810.3
f_north_eb.53,,31.90000000000009,810.7
f_north_wb.55,,40.700000000000045,810.7
f_south_eb.55,,24.800000000000068,810.7
f_south_wb.51,,21.600000000000023,810.7
f_south_wb.53,,40.10000000000002,810.7
f_north_eb.54,,30.300000000000068,811.2
f_south_eb.56,,15.100000000000023,811.2
f_south_wb.54,,38.5,811.2
f_north_wb.56,,28.799999999999955,811.3
f_north_eb.55,,18.799999999999955,811.8
f_north_wb.57,,26.0,811.8
f_south_eb.57,,6.699999999999932,811.8
f_south_wb.55,,30.899999999999977,811.8
f_north_eb.56,,17.199999999999932,812.4
f_north_wb.58,,11.199999999999932,812.4
f_south_eb.58,,3.699999999999932,812.4
f_south_wb.56,,25.200000000000045,812.5
f_north_eb.57,,16.0,813.1
f_south_wb.57,,8.899999999999977,813.1
f_north_eb.58,,10.0,813.7
f_east_ns.17,,0.1999999999999318,816.3
f_north_wb.68,,0.1999999999999318,816.3
f_south_wb.68,,0.1999999999999318,816.3
f_north_eb.68,,0.2999999999999545,816.4
f_south_eb.68,,0.2999999999999545,816.4
f_west_sn.17,,0.2999999999999545,816.4
f_east_sn.17,,0.1999999999999318,816.9
f_west_ns.17,,0.3000000000000682,817.1
f_north_eb.69,,0.1999999999999318,828.3
f_north_wb.69,,0.2999999999999545,828.4
f_south_eb.69,,0.2999999999999545,828.4
f_south_wb.69,,0.2999999999999545,828.4
f_south_eb.70,,0.1999999999999318,840.3
f_south_wb.70,,0.1999999999999318,840.3
f_north_eb.70,,0.2999999999999545,840.4
f_north_wb.70,,0.2999999999999545,840.4
f_north_wb.71,,0.1999999999999318,852.3
f_south_wb.71,,0.1999999999999318,852.3
f_north_eb.71,,0.2999999999999545,852.4
f_south_eb.71,,0.2999999999999545,852.4
f_north_eb.72,,0.1999999999999318,864.3
f_north_wb.72,,0.1999999999999318,864.3
f_south_eb.72,,0.1999999999999318,864.3
f_east_sn.18,,0.2999999999999545,864.4
f_south_wb.72,,0.2999999999999545,864.4
f_west_ns.18,,0.2999999999999545,864.4
f_west_sn.18,,0.2999999999999545,864.4
f_east_ns.18,,0.2999999999999545,866.4
f_north_eb.73,,0.1999999999999318,876.3
f_north_wb.73,,0.1999999999999318,876.3
f_south_wb.73,,0.1999999999999318,876.3
f_south_eb.73,,0.2999999999999545,876.4
f_north_eb.74,,0.1999999999999318,888.3
f_south_eb.74,,0.1999999999999318,888.3
f_north_wb.74,,0.2999999999999545,888.4
f_south_wb.74,,0.2999999999999545,888.4
f_north_eb.63,,39.700000000000045,900.2
f_north_wb.63,,24.90000000000009,900.2
f_south_eb.60,,43.200000000000045,900.2
f_south_wb.61,,44.10000000000002,900.2
f_south_wb.63,,39.80000000000007,900.2
f_north_eb.61,,32.59999999999991,900.3
f_north_wb.60,,37.299999999999955,900.3
f_north_wb.75,,0.1999999999999318,900.3
f_south_eb.61,,40.39999999999998,900.3
f_north_eb.75,,0.2999999999999545,900.4
f_south_eb.75,,0.2999999999999545,900.4
f_south_wb.75,,0.2999999999999545,900.4
f_north_eb.62,,29.700000000000045,900.7
f_north_eb.64,,28.100000000000023,900.7
f_north_wb.61,,34.40000000000009,900.7
f_south_eb.62,,37.5,900.7
f_south_wb.62,,35.90000000000009,900.7
f_north_eb.65,,3.400000000000091,901.2
f_north_wb.62,,29.100000000000023,901.2
f_south_eb.63,,35.90000000000009,901.2
f_east_ns.19,,0.1999999999999318,912.3
f_east_sn.19,,0.1999999999999318,912.3
f_north_eb.76,,0.1999999999999318,912.3
f_north_wb.76,,0.1999999999999318,912.3
f_west_sn.19,,0.1999999999999318,912.3
f_south_eb.76,,0.2999999999999545,912.4
f_south_wb.76,,0.2999999999999545,912.4
f_west_ns.19,,0.2999999999999545,912.4
f_north_eb.77,,0.1999999999999318,924.3
f_south_wb.77,,0.1999999999999318,924.3
f_north_wb.77,,0.2999999999999545,924.4
f_south_eb.77,,0.2999999999999545,924.4
f_south_wb.78,,0.1999999999999318,936.3
f_north_eb.78,,0.2999999999999545,936.4
f_north_wb.78,,0.2999999999999545,936.4
f_south_eb.78,,0.2999999999999545,936.4
